epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,393.6,0.53247,0.36439,0.90661,0.94307,0.93869,0.96683,0.87768,0.49127,0.33757,0.8606,0.000557,0.000557,0.000557
58,400.5,0.54905,0.36591,0.91263,0.96807,0.9618,0.97636,0.8837,0.50519,0.29569,0.86208,0.000544625,0.000544625,0.000544625
59,407.441,0.52366,0.3552,0.90748,0.93787,0.96838,0.97655,0.8819,0.52434,0.2855,0.87028,0.00053225,0.00053225,0.00053225
60,414.34,0.51458,0.35502,0.90348,0.91971,0.87532,0.94529,0.85432,0.49589,0.42698,0.8626,0.000519875,0.000519875,0.000519875
61,421.215,0.53232,0.37148,0.91021,0.9339,0.96757,0.97217,0.87143,0.52128,0.31288,0.8724,0.0005075,0.0005075,0.0005075
62,428.092,0.55051,0.36243,0.91031,0.96666,0.97619,0.97732,0.88907,0.49296,0.27854,0.85896,0.000495125,0.000495125,0.000495125
63,435.006,0.52394,0.34856,0.90651,0.98118,0.96752,0.98086,0.8688,0.57012,0.28151,0.87671,0.00048275,0.00048275,0.00048275
64,441.9,0.5383,0.36218,0.90566,0.95891,0.95391,0.97796,0.87439,0.56178,0.29956,0.87505,0.000470375,0.000470375,0.000470375
65,448.78,0.53179,0.35158,0.90763,0.96117,0.96952,0.98145,0.89206,0.49856,0.28436,0.85628,0.000458,0.000458,0.000458
66,455.719,0.52587,0.34395,0.90197,0.97201,0.96132,0.98099,0.91274,0.46572,0.25624,0.85201,0.000445625,0.000445625,0.000445625
67,462.685,0.5014,0.33154,0.89171,0.95431,0.97649,0.98154,0.87224,0.58635,0.27716,0.88583,0.00043325,0.00043325,0.00043325
68,469.589,0.50406,0.34157,0.89851,0.89019,0.90384,0.95477,0.87259,0.49257,0.39553,0.85816,0.000420875,0.000420875,0.000420875
69,476.514,0.52421,0.34349,0.89786,0.95833,0.97598,0.98101,0.89837,0.49682,0.26969,0.86122,0.0004085,0.0004085,0.0004085
70,483.423,0.52694,0.33498,0.90288,0.96189,0.97467,0.98149,0.88941,0.52003,0.26989,0.86471,0.000396125,0.000396125,0.000396125
71,490.321,0.51772,0.33081,0.89874,0.95265,0.9739,0.98083,0.91359,0.44115,0.25574,0.84928,0.00038375,0.00038375,0.00038375
72,497.263,0.50758,0.33199,0.89881,0.97482,0.96044,0.97978,0.8972,0.49032,0.25448,0.85814,0.000371375,0.000371375,0.000371375
73,504.14,0.51752,0.33068,0.89967,0.97197,0.97924,0.98041,0.85801,0.64059,0.27107,0.89469,0.000359,0.000359,0.000359
74,511.014,0.51214,0.32724,0.89853,0.96772,0.98034,0.97984,0.87819,0.57301,0.26618,0.88063,0.000346625,0.000346625,0.000346625
75,517.922,0.47992,0.30947,0.88619,0.96857,0.98016,0.98215,0.90986,0.45545,0.24463,0.8528,0.00033425,0.00033425,0.00033425
76,524.812,0.48605,0.32317,0.88906,0.97025,0.96897,0.98438,0.90533,0.46441,0.24895,0.8522,0.000321875,0.000321875,0.000321875
77,531.684,0.49053,0.32455,0.89056,0.97836,0.96789,0.98168,0.8845,0.54692,0.25113,0.871,0.0003095,0.0003095,0.0003095
78,538.544,0.49472,0.32534,0.89117,0.98007,0.97026,0.98379,0.91112,0.46652,0.24131,0.85277,0.000297125,0.000297125,0.000297125
79,545.407,0.47857,0.30714,0.89134,0.95619,0.95962,0.97652,0.89789,0.47035,0.29956,0.85577,0.00028475,0.00028475,0.00028475
80,552.305,0.49692,0.32284,0.89268,0.96383,0.97488,0.97884,0.89046,0.50133,0.27382,0.86339,0.000272375,0.000272375,0.000272375
81,559.208,0.48823,0.31091,0.89017,0.97275,0.96704,0.98208,0.91464,0.44351,0.24186,0.84641,0.00026,0.00026,0.00026
82,566.12,0.47993,0.30885,0.8918,0.96506,0.97528,0.98068,0.88454,0.54615,0.25192,0.87426,0.000247625,0.000247625,0.000247625
83,573.024,0.47373,0.30449,0.88254,0.96391,0.97518,0.98189,0.89986,0.50094,0.24865,0.86218,0.00023525,0.00023525,0.00023525
84,579.899,0.47052,0.30565,0.88687,0.97261,0.96525,0.98123,0.9053,0.46842,0.239,0.85601,0.000222875,0.000222875,0.000222875
85,586.785,0.47195,0.30348,0.88634,0.96398,0.97634,0.98291,0.90884,0.47527,0.23292,0.85353,0.0002105,0.0002105,0.0002105
86,593.72,0.47692,0.30234,0.88647,0.96518,0.97295,0.9833,0.91168,0.44513,0.24724,0.84561,0.000198125,0.000198125,0.000198125
87,600.638,0.46636,0.29628,0.88185,0.97213,0.96107,0.98232,0.90437,0.48499,0.24348,0.8548,0.00018575,0.00018575,0.00018575
88,607.536,0.46745,0.29803,0.88559,0.97113,0.9564,0.98138,0.9091,0.45822,0.23744,0.85016,0.000173375,0.000173375,0.000173375
89,614.461,0.46364,0.29189,0.87954,0.97154,0.95927,0.98079,0.8928,0.50223,0.23664,0.86032,0.000161,0.000161,0.000161
90,621.34,0.46641,0.29444,0.88418,0.97331,0.96359,0.98125,0.9034,0.47154,0.2343,0.85406,0.000148625,0.000148625,0.000148625
91,629.474,0.39686,0.21037,0.83897,0.97348,0.95553,0.98249,0.89059,0.5166,0.24168,0.86683,0.00013625,0.00013625,0.00013625
92,636.321,0.39436,0.21074,0.83012,0.95269,0.98054,0.98262,0.91292,0.44781,0.22823,0.84577,0.000123875,0.000123875,0.000123875
93,643.119,0.39288,0.21051,0.83471,0.97661,0.96843,0.9818,0.90842,0.45199,0.24765,0.84742,0.0001115,0.0001115,0.0001115
94,649.91,0.40915,0.20622,0.83963,0.97403,0.97041,0.98182,0.90164,0.47253,0.25614,0.85228,9.9125e-05,9.9125e-05,9.9125e-05
95,656.708,0.40326,0.20694,0.83699,0.97662,0.95107,0.98194,0.9064,0.46435,0.24019,0.8501,8.675e-05,8.675e-05,8.675e-05
96,663.506,0.39764,0.20423,0.83253,0.9833,0.94111,0.98123,0.89975,0.49192,0.25248,0.85585,7.4375e-05,7.4375e-05,7.4375e-05
97,670.296,0.39592,0.20349,0.83258,0.98227,0.9545,0.98133,0.89587,0.48151,0.24419,0.85607,6.2e-05,6.2e-05,6.2e-05
98,677.101,0.39086,0.1989,0.83244,0.98621,0.95487,0.98157,0.90209,0.47411,0.23915,0.85352,4.9625e-05,4.9625e-05,4.9625e-05
99,683.893,0.37996,0.19529,0.8241,0.98432,0.9559,0.98194,0.90791,0.45912,0.23258,0.84998,3.725e-05,3.725e-05,3.725e-05
100,690.691,0.38504,0.19524,0.83475,0.96686,0.96606,0.98128,0.90567,0.46407,0.23876,0.85004,2.4875e-05,2.4875e-05,2.4875e-05
