epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,6512,1.13566,0.52109,1.00204,0.98337,0.99168,0.9911,0.6221,1.2463,0.46906,0.91678,0.00307,0.00307,0.00307
107,6573.2,1.13159,0.52096,1.00102,0.98331,0.99208,0.99119,0.62324,1.24093,0.46796,0.91517,0.003004,0.003004,0.003004
108,6634.35,1.12359,0.51916,0.99585,0.98326,0.99118,0.99133,0.62298,1.23943,0.46456,0.91491,0.002938,0.002938,0.002938
109,6695.58,1.12305,0.51939,0.9998,0.98618,0.98848,0.99143,0.62384,1.2364,0.458,0.91408,0.002872,0.002872,0.002872
110,6756.93,1.12071,0.51374,0.99616,0.98468,0.9898,0.9915,0.62514,1.23641,0.45597,0.91373,0.002806,0.002806,0.002806
111,6818.13,1.1123,0.51305,0.99458,0.98306,0.99171,0.99157,0.62571,1.2336,0.45423,0.91267,0.00274,0.00274,0.00274
112,6879.4,1.1094,0.50994,0.99406,0.98329,0.9917,0.99171,0.62636,1.23072,0.45605,0.91204,0.002674,0.002674,0.002674
113,6940.83,1.09797,0.50673,0.99136,0.98342,0.99209,0.99157,0.62805,1.22983,0.45466,0.91163,0.002608,0.002608,0.002608
114,7002.3,1.09538,0.50779,0.99156,0.98359,0.99191,0.99161,0.62893,1.2267,0.45227,0.9108,0.002542,0.002542,0.002542
115,7063.62,1.09644,0.5067,0.98696,0.98519,0.99056,0.99166,0.6288,1.22464,0.44818,0.91004,0.002476,0.002476,0.002476
116,7124.86,1.09256,0.50319,0.98691,0.98587,0.99132,0.99166,0.63072,1.2205,0.44496,0.90873,0.00241,0.00241,0.00241
117,7186.16,1.08089,0.49711,0.98283,0.98593,0.9911,0.99171,0.63291,1.21681,0.44332,0.90748,0.002344,0.002344,0.002344
118,7247.45,1.08807,0.49844,0.98704,0.98595,0.9914,0.99172,0.63451,1.21303,0.44279,0.90602,0.002278,0.002278,0.002278
